cz,cz_name,state,region,division,pop_2000,top_100,urban,abs_mobility,prob_q1q5,frac_black,frac_commute_under15,hhi_percap,top1inc_share,taxrate,inctax_progressive
25900,Jonesboro,AR,South,West South Central,"198,671",0,urban,41,0.081032261,0.0427289,0.442,29115,9.279,0.011,1
26001,Roseau,MN,Midwest,West North Central,"20,860",0,rural,54,0.1875,0.001534,0.533,33398,21.65,0.021,2.5
26002,Duluth,MN,Midwest,West North Central,"286,544",0,urban,45,0.08911483,0.0077789,0.437,34404,7.461,0.021,2.5
26003,West Cook UT,MN,Midwest,West North Central,"5,168",0,rural,,0.101694912,0.0029025,0.588,39706,,0.038,2.5
26004,International Falls,MN,Midwest,West North Central,"14,355",0,rural,49,0.174129352,0.0018809,0.618,37115,12.528,0.018,2.5
26101,Moberly,MO,Midwest,West North Central,"56,535",0,rural,45,0.101372756,0.0439904,0.468,29088,12.936,0.017,0
26102,Marshall,MO,Midwest,West North Central,"48,599",0,rural,45,0.094837934,0.036544,0.559,31245,8.005,0.014,0
26103,Brookfield,MO,Midwest,West North Central,"22,192",0,rural,49,0.111922137,0.0155912,0.475,31879,6.202,0.014,0
26104,Trenton,MO,Midwest,West North Central,"14,189",0,rural,46,0.108333334,0.0033829,0.497,30864,7.244,0.015,0
26105,Polk,MO,Midwest,West North Central,"12,442",0,rural,48,0.087136932,0.0009645,0.405,28324,6.607,0.013,0
26106,Centerville,IA,Midwest,West North Central,"29,873",0,rural,50,0.146718144,0.0024772,0.517,30736,8.216,0.022,2.86
26107,Kirksville,MO,Midwest,West North Central,"38,491",0,rural,47,0.113438047,0.0079759,0.575,26767,11.805,0.016,0
26201,Bismarck,ND,Midwest,West North Central,"114,739",0,urban,55,0.186741367,0.001839,0.541,35396,12.604,0.019,3.44
26202,East Grant UT,ND,Midwest,West North Central,"2,841",0,rural,,,0,0.552,30352,,0.023,3.44
26203,Linton,ND,Midwest,West North Central,"10,029",0,rural,64,0.298913032,0.0003988,0.646,34910,4.489,0.022,3.44
26204,Steele,ND,Midwest,West North Central,"2,753",0,rural,,,0.0018162,0.54,29680,,0.023,3.44
26301,Devils Lake,ND,Midwest,West North Central,"22,745",0,rural,48,0.096474953,0.0014069,0.627,32687,5.591,0.023,3.44
26302,Carrington,ND,Midwest,West North Central,"6,516",0,rural,59,0.333333343,0.0010743,0.656,36561,7.593,0.023,3.44
26303,Turtle Mountain UT,ND,Midwest,West North Central,"16,550",0,rural,41,0.082554519,0.0007251,0.574,25045,7.113,0.016,3.44
26304,Minot,ND,Midwest,West North Central,"74,541",0,rural,56,0.224178404,0.0172791,0.606,31149,8.634,0.018,3.44
26305,Rugby,ND,Midwest,West North Central,"11,487",0,rural,60,0.219101131,0.0011317,0.665,33947,10.406,0.022,3.44
26401,Ekalaka,SD,Midwest,West North Central,"2,713",0,rural,,0.229729727,0.001843,0.665,25283,,0.055,0
26402,Baker,MT,West,Mountain,"2,837",0,rural,,0.212765962,0.0014099,0.713,30325,,0.041,0
26403,Bowman,ND,Midwest,West North Central,"4,009",0,rural,,0.469696969,0.0002494,0.648,34194,,0.02,3.44
26404,Lemmon,ND,Midwest,West North Central,"8,671",0,rural,61,0.357142866,0.0024219,0.704,34793,8.435,0.028,3.44
26405,Scobey,MT,West,Mountain,"2,017",0,rural,,,0,0.71,32705,,0.033,0
26406,Wolf Point,MT,West,Mountain,"12,597",0,rural,44,0.094188377,0.0008732,0.7,24254,5.489,0.032,0
26407,Plentywood,MT,West,Mountain,"4,105",0,rural,,0.318181813,0.0009744,0.681,33727,,0.028,0
26408,Glasgow,MT,West,Mountain,"12,276",0,rural,51,0.166064978,0.0012219,0.697,31217,4.758,0.037,0
26409,Glendive,MT,West,Mountain,"12,051",0,rural,57,0.266666681,0.0020745,0.735,29215,4.291,0.028,0
26410,Dickinson,ND,Midwest,West North Central,"27,124",0,rural,64,0.329207927,0.0017697,0.659,29909,8.093,0.019,3.44
26411,Sidney,ND,Midwest,West North Central,"22,035",0,rural,56,0.250569463,0.0008623,0.637,30292,5.407,0.023,3.44
26412,Williston,ND,Midwest,West North Central,"24,286",0,rural,61,0.338308454,0.0008647,0.702,32277,7.252,0.019,3.44
26501,Brookings,SD,Midwest,West North Central,"40,630",0,rural,54,0.166666672,0.0026335,0.64,30234,9.071,0.029,0
26502,Madison,SD,Midwest,West North Central,"14,160",0,rural,54,0.184357539,0.0026836,0.632,30819,9.604,0.027,0
26503,Sioux Falls,SD,Midwest,West North Central,"200,630",0,urban,49,0.118633144,0.0121517,0.439,36624,13.17,0.028,0
26504,Watertown,SD,Midwest,West North Central,"40,078",0,rural,55,0.143529415,0.0011478,0.595,35143,7.69,0.027,0
26601,Milbank,MN,Midwest,West North Central,"17,801",0,rural,56,0.170212761,0.0006741,0.65,34361,6.661,0.025,2.5
26602,Sisseton,SD,Midwest,West North Central,"20,859",0,rural,49,0.107066378,0.0010547,0.563,30613,4.579,0.026,0
26603,East Corson UT,SD,Midwest,West North Central,"8,225",0,urban,33,0.070028014,0.0006079,0.505,17401,14.908,0.017,0
26604,Mobridge,SD,Midwest,West North Central,"7,756",0,rural,52,0.111111112,0.0002579,0.708,31322,4.955,0.027,0
26605,Aberdeen,SD,Midwest,West North Central,"52,825",0,rural,55,0.199268743,0.0022338,0.676,33760,10.84,0.03,0
26701,Bemidji,MN,Midwest,West North Central,"101,639",0,rural,45,0.095286883,0.00244,0.449,31567,9.319,0.021,2.5
26702,Grafton,ND,Midwest,West North Central,"31,090",0,rural,57,0.232558146,0.0016082,0.582,34409,9.879,0.026,3.44
26703,Thief River Falls,MN,Midwest,West North Central,"28,038",0,rural,55,0.178756475,0.0015693,0.534,32095,9.085,0.022,2.5
26704,Grand Forks,ND,Midwest,West North Central,"108,213",0,urban,51,0.127949178,0.0089361,0.613,31651,10.207,0.022,3.44
26801,Fargo,ND,Midwest,West North Central,"206,945",0,urban,50,0.135817304,0.0063737,0.518,34085,11.083,0.02,3.44
26802,Lisbon,ND,Midwest,West North Central,"16,013",0,rural,60,0.235294119,0.0011865,0.606,35168,6.895,0.021,3.44
26803,Jamestown,ND,Midwest,West North Central,"38,384",0,rural,56,0.224056602,0.0028137,0.667,32842,8.37,0.02,3.44
26804,Cooperstown,ND,Midwest,West North Central,"2,754",0,rural,,,0,0.615,34890,,0.025,3.44
26901,Fergus Falls,MN,Midwest,West North Central,"117,558",0,rural,53,0.152307689,0.0029432,0.526,36094,8.518,0.019,2.5
26902,Little Falls,MN,Midwest,West North Central,"69,851",0,rural,52,0.164556965,0.0022476,0.435,31851,6.947,0.017,2.5
27001,O'Neill,NE,Midwest,West North Central,"14,875",0,rural,57,0.189349115,0.0002017,0.653,31084,6.285,0.024,1.72
27002,Ord,NE,Midwest,West North Central,"9,975",0,rural,58,0.239234447,0.002005,0.658,31042,6.536,0.032,1.72
27003,Ainsworth,NE,Midwest,West North Central,"6,264",0,rural,56,0.192052975,0.0001596,0.67,30825,5.895,0.032,1.72
27004,Winner,SD,Midwest,West North Central,"11,222",0,rural,52,0.139285713,0.0003564,0.673,29623,7.011,0.027,0
27005,Yankton,SD,Midwest,West North Central,"47,901",0,rural,58,0.171200007,0.0064717,0.583,31086,6.798,0.025,0
27006,Mitchell,SD,Midwest,West North Central,"27,613",0,rural,52,0.133819953,0.0021005,0.641,33753,13.422,0.03,0
27007,Huron,SD,Midwest,West North Central,"19,318",0,rural,52,0.120481931,0.0061083,0.67,35617,8.42,0.026,0
27008,Parkston,SD,Midwest,West North Central,"20,883",0,rural,51,0.157107234,0.0009098,0.613,29594,8.575,0.028,0
27009,Chamberlain,SD,Midwest,West North Central,"11,291",0,rural,41,0.080419578,0.0016828,0.6,26746,7.207,0.025,0
27010,Miller,SD,Midwest,West North Central,"5,412",0,rural,,0.315068483,0.0005543,0.697,39611,,0.035,0
27011,Pierre,SD,Midwest,West North Central,"20,809",0,rural,47,0.092436977,0.001682,0.767,38653,7.779,0.027,0
27012,Gettysburg,SD,Midwest,West North Central,"2,693",0,rural,,0.326530606,0,0.729,37190,,0.03,0
27101,Willmar,MN,Midwest,West North Central,"85,394",0,rural,52,0.124713957,0.0062651,0.549,35795,7.697,0.018,2.5
27102,Marshall,MN,Midwest,West North Central,"51,470",0,rural,55,0.153061226,0.008471,0.621,34330,9.09,0.02,2.5
27201,Sioux Center,IA,Midwest,West North Central,"58,454",0,rural,58,0.230769232,0.0019503,0.629,32542,13.264,0.023,2.86
27202,Worthington,MN,Midwest,West North Central,"60,435",0,rural,54,0.140293643,0.0045669,0.589,34678,6.866,0.02,2.5
27301,Spencer,IA,Midwest,West North Central,"61,106",0,rural,54,0.185007975,0.0012765,0.598,38061,12.545,0.026,2.86
27302,Fairmont,MN,Midwest,West North Central,"49,010",0,rural,52,0.128712878,0.0024077,0.576,35648,7.086,0.022,2.5
27401,Storm Lake,IA,Midwest,West North Central,"52,812",0,rural,55,0.173431739,0.002632,0.614,34279,8.244,0.023,2.86
27402,Fort Dodge,IA,Midwest,West North Central,"101,165",0,rural,50,0.130044848,0.0148273,0.572,35646,10.56,0.027,2.86
27501,Des Moines,IA,Midwest,West North Central,"595,842",1,urban,45,0.091024823,0.0332521,0.384,40108,13.556,0.026,2.86
27502,Creston,IA,Midwest,West North Central,"35,600",0,rural,48,0.124513619,0.0034551,0.556,31082,8.285,0.027,2.86
27503,Atlantic,IA,Midwest,West North Central,"34,687",0,rural,53,0.151583716,0.0015279,0.557,35644,8.047,0.025,2.86
27504,Carroll,IA,Midwest,West North Central,"48,729",0,rural,55,0.167235494,0.0033861,0.611,34862,6.69,0.025,2.86
27601,Rapid City,SD,Midwest,West North Central,"158,442",0,urban,46,0.093032956,0.0073276,0.484,33201,10.24,0.029,0
27602,Eagle Butte,SD,Midwest,West North Central,"8,491",0,rural,35,0.05111821,0.0002355,0.578,18546,5.469,0.016,0
27603,Southwest Jackson UT,SD,Midwest,West North Central,"5,126",0,rural,46,0.110344827,0.0001951,0.669,26268,7.437,0.029,0
27604,Murdo,SD,Midwest,West North Central,"1,193",0,rural,,,0,0.715,30669,,0.036,0
27605,Mission,SD,Midwest,West North Central,"11,133",0,rural,27,0.024253732,0.0007186,0.465,17598,5.522,0.012,0
27701,Scottsbluff,NE,Midwest,West North Central,"65,903",0,rural,50,0.119402982,0.0030499,0.642,33192,6.759,0.024,1.72
27702,Cheyenne,WY,West,Mountain,"95,526",0,urban,46,0.095637582,0.0213031,0.564,34425,9.978,0.017,0
27703,Torrington,WY,West,Mountain,"21,345",0,rural,51,0.171581775,0.0013118,0.624,31966,5.398,0.02,0
27704,Gordon,SD,Midwest,West North Central,"22,238",0,rural,35,0.031948883,0.0010343,0.588,19815,6.245,0.017,0
27801,Virginia Beach,NE,Midwest,West North Central,"56,990",0,rural,52,0.15160796,0.0062292,0.614,31600,11.685,0.025,1.72
27802,Columbus,NE,Midwest,West North Central,"61,167",0,rural,56,0.169184297,0.0017493,0.581,34258,7.077,0.023,1.72
27901,Hastings,NE,Midwest,West North Central,"42,251",0,rural,51,0.111111112,0.0046863,0.599,34343,12.631,0.039,1.72
27902,York,NE,Midwest,West North Central,"26,871",0,rural,55,0.186813191,0.0056194,0.628,35524,7.531,0.032,1.72
27903,Grand Island,NE,Midwest,West North Central,"77,708",0,urban,50,0.142099679,0.0027282,0.561,33160,10.709,0.026,1.72
28001,Sioux City,IA,Midwest,West North Central,"187,773",0,urban,49,0.112523541,0.0124193,0.454,35655,10.997,0.025,2.86
28002,West Point,NE,Midwest,West North Central,"25,165",0,rural,47,0.100386098,0.0011127,0.551,32028,6.198,0.027,1.72
28101,Lincoln,NE,Midwest,West North Central,"311,956",0,urban,45,0.091316752,0.0226154,0.434,35973,14.437,0.027,1.72
28102,Nebraska City,NE,Midwest,West North Central,"40,078",0,rural,53,0.158351406,0.0021458,0.514,34517,5.397,0.025,1.72
28201,Red Oak,IA,Midwest,West North Central,"48,197",0,rural,51,0.124213837,0.0060792,0.55,33242,8.44,0.023,2.86
28202,Omaha,NE,Midwest,West North Central,"803,201",1,urban,43,0.077540748,0.0734997,0.349,39948,17.652,0.025,1.72
28301,Sterling,CO,West,Mountain,"39,751",0,rural,52,0.14463453,0.0108677,0.64,31170,10.371,0.034,0
28302,Ogallala,NE,Midwest,West North Central,"16,920",0,rural,54,0.162280709,0.0010638,0.614,34904,8.858,0.037,1.72
28303,Oshkosh,NE,Midwest,West North Central,"2,292",0,rural,,,0.0008726,0.677,31316,,0.041,1.72
28304,Valentine,NE,Midwest,West North Central,"8,122",0,rural,52,0.145348832,0.0004925,0.704,31506,7.675,0.036,1.72
28305,Broken Bow,NE,Midwest,West North Central,"13,105",0,rural,56,0.176470593,0.0006105,0.63,33846,6.249,0.031,1.72
28306,North Platte,NE,Midwest,West North Central,"35,939",0,rural,48,0.122767858,0.0050085,0.598,35591,7.625,0.033,1.72
28401,Colorado Springs,CO,West,Mountain,"587,132",0,urban,42,0.089342691,0.0595318,0.311,37765,11.252,0.024,0
28402,Limon,CO,West,Mountain,"6,087",0,rural,,0.178571433,0.0489568,0.631,25562,,0.035,0
28501,Springfield,CO,West,Mountain,"4,517",0,rural,,0.191919193,0.0002214,0.667,31260,,0.041,0
28502,Pueblo,CO,West,Mountain,"187,782",0,urban,41,0.065621682,0.0166736,0.44,31075,13.04,0.027,0
28503,Trinidad,CO,West,Mountain,"23,069",0,rural,45,0.117647059,0.0113572,0.579,30720,6.173,0.041,0
28504,Burlington,CO,West,Mountain,"11,864",0,rural,56,0.204651162,0.0128962,0.655,32575,7.888,0.043,0
28601,Oberlin,KS,Midwest,West North Central,"6,438",0,rural,55,0.243243247,0.0040385,0.645,36684,4.693,0.034,0.2
28602,Norton,KS,Midwest,West North Central,"5,953",0,rural,51,0.168674693,0.0403158,0.735,27980,5.438,0.027,0.2
28603,Phillipsburg,KS,Midwest,West North Central,"10,537",0,rural,53,0.148648649,0.0018981,0.652,34879,10.852,0.032,0.2
28604,Colby,KS,Midwest,West North Central,"17,107",0,rural,56,0.195876285,0.0035073,0.72,36561,5.535,0.042,0.2
28605,Goodland,KS,Midwest,West North Central,"8,509",0,rural,51,0.19491525,0.0041133,0.716,32861,11.603,0.038,0.2
28606,Wano,KS,Midwest,West North Central,"5,457",0,rural,,0.204545453,0.0003665,0.661,36524,,0.035,0.2
28607,McCook,NE,Midwest,West North Central,"19,695",0,rural,52,0.182456136,0.0014217,0.681,32797,8.313,0.03,1.72
28608,Kearney,NE,Midwest,West North Central,"56,033",0,rural,53,0.164429531,0.0042832,0.603,31135,13.401,0.026,1.72
28609,Lexington,NE,Midwest,West North Central,"48,464",0,rural,51,0.165277779,0.0016094,0.642,33765,6.246,0.03,1.72
28701,Salida,CO,West,Mountain,"16,242",0,rural,48,0.089473687,0.0158232,0.644,33185,4.764,0.024,0
28702,Glenwood Springs,CO,West,Mountain,"131,682",0,rural,47,0.169014081,0.0034629,0.424,45256,29.671,0.067,0
28703,Granby,CO,West,Mountain,"12,442",0,rural,43,0.075471699,0.0048224,0.458,40411,8.12,0.082,0
28704,Laramie,WY,West,Mountain,"33,591",0,rural,49,0.162866443,0.0095859,0.755,26024,22.854,0.015,0
28800,Fort Collins,CO,West,Mountain,"459,601",0,urban,45,0.115367778,0.0051893,0.388,37523,10.663,0.029,0
28900,Denver,CO,West,Mountain,"2,449,044",1,urban,42,0.087027751,0.0469253,0.23,46181,17.396,0.03,0
29001,Pratt,KS,Midwest,West North Central,"18,232",0,rural,52,0.155172408,0.0062527,0.706,35115,6.88,0.037,0.2
29002,Coldwater,KS,Midwest,West North Central,"1,967",0,rural,,,0.0005084,0.648,37696,,0.05,0.2
29003,Dodge City,KS,Midwest,West North Central,"42,837",0,rural,48,0.113309354,0.0117422,0.62,31771,7.995,0.038,0.2
29004,Great Bend,KS,Midwest,West North Central,"47,227",0,rural,51,0.131280392,0.0145044,0.59,33946,5.615,0.032,0.2
29005,Hutchinson,KS,Midwest,West North Central,"82,076",0,rural,45,0.10738916,0.0263293,0.522,33452,8.738,0.029,0.2
29006,Hays,KS,Midwest,West North Central,"38,196",0,rural,53,0.157894731,0.0056289,0.711,33330,8.124,0.029,0.2
29007,Township 11,KS,Midwest,West North Central,"8,631",0,rural,50,0.115107916,0.018422,0.63,34104,7.854,0.042,0.2
29008,Center,KS,Midwest,West North Central,"5,609",0,rural,53,0.149425283,0.0001783,0.671,38615,4.858,0.046,0.2
29101,Concordia,KS,Midwest,West North Central,"19,894",0,rural,53,0.152823925,0.0025133,0.62,36131,9.884,0.028,0.2
29102,Superior,NE,Midwest,West North Central,"11,112",0,rural,59,0.1863354,0.00018,0.634,35206,20.119,0.033,1.72
29103,Beloit,KS,Midwest,West North Central,"11,384",0,rural,55,0.150375932,0.003338,0.69,36359,9.313,0.027,0.2
29104,Salina,KS,Midwest,West North Central,"63,338",0,rural,44,0.082998663,0.0261612,0.594,35541,11.286,0.023,0.2
29201,Hiawatha,KS,Midwest,West North Central,"21,441",0,rural,57,0.171821311,0.0098876,0.578,34022,8.562,0.021,0.2
29202,Marysville,KS,Midwest,West North Central,"17,448",0,rural,58,0.145228222,0.0017767,0.557,34953,10.779,0.042,0.2
29203,Manhattan,KS,Midwest,West North Central,"143,269",0,urban,44,0.088531189,0.0734213,0.558,28788,6.743,0.027,0.2
29204,Topeka,KS,Midwest,West North Central,"324,513",0,urban,42,0.070468798,0.0593443,0.397,35816,9.003,0.025,0.2
29301,Wichita,KS,Midwest,West North Central,"553,506",0,urban,41,0.072246693,0.0754554,0.344,38847,12.404,0.024,0.2
29302,Newton,KS,Midwest,West North Central,"75,784",0,urban,48,0.103496507,0.0105167,0.563,36055,6.387,0.025,0.2
29303,Winfield,KS,Midwest,West North Central,"51,584",0,rural,45,0.10986267,0.0194246,0.504,33686,12.208,0.025,0.2
29401,Ottawa,KS,Midwest,West North Central,"51,067",0,rural,45,0.092639595,0.0112401,0.444,32282,6.638,0.023,0.2
29402,Emporia,KS,Midwest,West North Central,"47,830",0,rural,46,0.10940171,0.0174368,0.595,29885,6.731,0.037,0.2
29403,Bartlesville,KS,Midwest,West North Central,"145,981",0,rural,44,0.089498803,0.0332372,0.529,34266,7.497,0.017,0.2
29501,Leavenworth,KS,Midwest,West North Central,"85,465",0,urban,42,0.080346107,0.0924472,0.425,33080,5.759,0.019,0.2
29502,Kansas City,MO,Midwest,West North Central,"1,762,873",1,urban,40,0.070146576,0.1244832,0.281,42531,14.187,0.026,0
29503,St. Joseph,MO,Midwest,West North Central,"158,300",0,urban,43,0.083113454,0.0332596,0.406,32194,8.984,0.018,0
29504,Sedalia,MO,Midwest,West North Central,"88,232",0,rural,43,0.082563154,0.0162866,0.437,31289,8.315,0.014,0
29505,Polk,MO,Midwest,West North Central,"33,693",0,rural,51,0.112745099,0.012792,0.569,27754,6.424,0.019,0
29506,Bethany,MO,Midwest,West North Central,"18,093",0,rural,48,0.120845921,0.0013265,0.468,31181,6.668,0.016,0
29601,Columbia,MO,Midwest,West North Central,"302,388",0,urban,43,0.065512978,0.0779793,0.422,32705,11.061,0.019,0
29602,Eldon,MO,Midwest,West North Central,"79,924",0,rural,42,0.067785665,0.003178,0.336,34165,7.975,0.017,0
29700,Springfield,MO,Midwest,West North Central,"440,866",0,urban,42,0.071467616,0.0139838,0.344,31926,12.472,0.014,0
29800,Aurora,MO,Midwest,West North Central,"137,575",0,rural,43,0.074891463,0.0017736,0.363,31417,9.762,0.014,0
29901,Joplin,MO,Midwest,West North Central,"266,742",0,urban,43,0.072286703,0.0123115,0.454,30456,12.377,0.016,0
29902,Center,MO,Midwest,West North Central,"54,651",0,rural,44,0.085664339,0.0041353,0.467,28968,6.683,0.012,0
30000,Russellville,AR,South,West South Central,"138,646",0,rural,43,0.088736087,0.0169136,0.404,28758,10.927,0.011,1
30100,Fort Smith,AR,South,West South Central,"332,832",0,urban,43,0.093938597,0.0336386,0.371,29347,10.514,0.014,1
30200,Muskogee,OK,South,West South Central,"152,466",0,rural,41,0.063101105,0.0681135,0.388,27011,14.553,0.014,0
30300,Fayetteville,AR,South,West South Central,"384,122",0,urban,43,0.091806516,0.0105696,0.378,32612,20.44,0.015,1
30401,Stillwater,OK,South,West South Central,"79,601",0,rural,46,0.098464318,0.03309,0.568,26432,8.371,0.017,0
30402,Tulsa,OK,South,West South Central,"921,246",1,urban,42,0.078357495,0.0778685,0.323,36227,14.218,0.016,0
30403,Okmulgee,OK,South,West South Central,"51,499",0,urban,42,0.081061162,0.1020214,0.369,26343,7.645,0.012,0
30501,Woodward,OK,South,West South Central,"26,123",0,rural,53,0.200000003,0.0078475,0.556,32076,9.308,0.02,0
30502,Enid,OK,South,West South Central,"102,415",0,rural,50,0.149268791,0.0305424,0.561,31507,8.515,0.018,0
30601,El Paso,TX,South,West South Central,"857,648",1,urban,44,0.086441278,0.0244144,0.28,25721,13.174,0.024,0
30602,Alamogordo,NM,West,Mountain,"81,709",0,rural,42,0.084955752,0.0285403,0.447,29489,7.508,0.013,0
30603,Truth or Consequences,NM,West,Mountain,"13,270",0,rural,41,0.081272088,0.0041447,0.6,32267,5.967,0.01,0
30604,Deming,NM,West,Mountain,"61,950",0,rural,42,0.06972789,0.0050202,0.51,26356,7.628,0.015,0
30605,Van Horn,TX,South,West South Central,"2,975",0,rural,,0.223463684,0.0063866,0.753,21738,,0.059,0
30701,Roswell,NM,West,Mountain,"113,040",0,rural,44,0.116612375,0.0155432,0.539,30443,10.401,0.012,0
30702,Santa Rosa,NM,West,Mountain,"6,920",0,rural,45,0.120481931,0.0086705,0.702,22180,11.46,0.016,0
30801,Hobbs,NM,West,Mountain,"90,061",0,rural,49,0.161949679,0.0372303,0.598,27195,9.764,0.036,0
30802,Lubbock,TX,South,West South Central,"287,568",0,urban,41,0.067375377,0.0689333,0.449,30597,12.472,0.032,0
30901,Clovis,NM,West,Mountain,"73,078",0,rural,44,0.082815737,0.045212,0.617,28205,13.37,0.014,0
30902,Littlefield,TX,South,West South Central,"29,588",0,rural,47,0.080366224,0.0295052,0.607,29302,9.154,0.042,0
30903,Amarillo,TX,South,West South Central,"240,752",0,urban,43,0.086136706,0.0533827,0.438,33188,15.757,0.023,0
30904,Pampa,TX,South,West South Central,"57,355",0,urban,51,0.153333336,0.0342603,0.549,33957,8.602,0.032,0
30905,Wellington,TX,South,West South Central,"8,490",0,rural,51,0.133640558,0.0360424,0.64,32499,6.738,0.042,0
30906,Memphis,TX,South,West South Central,"9,400",0,rural,48,0.117154814,0.0519149,0.601,29000,8.488,0.026,0
30907,Matador,TX,South,West South Central,"1,426",0,rural,,,0.0350631,0.582,36160,,0.027,0
30908,Plainview,TX,South,West South Central,"52,751",0,rural,44,0.084852293,0.0527573,0.612,27000,7.827,0.019,0
